a,b,stratum,identity,cosine,same_family
Q6DHL4,Q93725,nn,0.1667,0.9495,True
Q2VIR3,Q9Z0N2,nn,0.9682,0.9995,True
P24071,Q6PCB8,nn,0.1787,0.9824,False
P01583,Q5SQP1,nn,0.1626,0.991,False
O82275,Q42574,nn,0.1887,0.925,False
P56693,Q9BT81,nn,0.2643,0.985,False
P49813,Q9N4E9,nn,0.1547,0.9799,False
P45591,Q9Y281,nn,0.994,0.9999,True
P0C8K0,P24192,nn,0.1777,0.9893,False
O35710,Q91WM2,nn,0.1971,0.9535,False
Q9JKP5,Q9NR56,nn,0.8376,0.9966,True
P78386,Q9Z320,nn,0.2381,0.9735,True
Q0WPX7,Q9XFM0,nn,0.1158,0.9809,False
O43716,O70337,nn,0.1548,0.9857,False
C9JJ37,Q99956,nn,0.1615,0.9257,False
P02746,Q9D8U4,nn,0.3278,0.9784,False
P39140,P39805,nn,0.1611,0.909,False
P07991,P36839,nn,0.331,0.9805,True
Q8WVI7,Q96GT9,nn,0.1707,0.9774,False
Q0VIA1,Q3UA16,nn,0.1272,0.9822,False
A0A0B4J244,A0A0J9YXY3,nn,0.2735,0.99,False
P0AB61,P68066,nn,0.1732,0.9857,False
C9JJ37,Q99LJ2,nn,0.1866,0.9588,False
F4I9G2,Q9LP56,nn,0.1492,0.9576,False
P0C7H8,Q3V2C1,nn,0.3169,0.9575,False
B9DGG8,P34890,nn,0.1548,0.9855,False
P46777,Q8LBI1,nn,0.5425,0.9875,True
Q99K70,Q9VZL6,nn,0.085,0.9716,False
O49624,O49647,nn,0.5494,0.996,False
P0C7U3,Q14AK4,nn,0.4973,0.9919,True
Q00013,Q13239,nn,0.1525,0.9567,False
P01730,P08637,nn,0.1435,0.9699,False
Q9CX47,Q9LQQ2,nn,0.1948,0.978,True
Q0KHZ6,Q99LC5,nn,0.1681,0.9523,False
P38013,P80239,nn,0.1981,0.9667,True
P27278,Q15126,nn,0.1332,0.9675,False
Q17604,Q1LWX3,nn,0.163,0.9755,False
O31935,P40045,nn,0.0995,0.982,False
Q92858,Q9QYC3,nn,0.2145,0.9713,False
G5EFF7,Q6NZ09,nn,0.1806,0.9311,False
Q1LVP6,Q6DHJ1,nn,0.1574,0.9848,False
O31938,P40060,nn,0.1941,0.9748,False
Q9JJ00,Q9NRQ2,nn,0.4577,0.9836,True
Q6PEM6,Q94BZ5,nn,0.1789,0.9797,False
Q96Q35,Q9D845,nn,0.1638,0.9858,False
Q14576,Q6ICX4,nn,0.1521,0.9612,False
G5EDE5,Q22687,nn,0.1148,0.9853,False
P50947,Q9VVR6,nn,0.1441,0.9838,False
O54915,Q9PU65,nn,0.2421,0.9886,True
F2Z472,Q93249,nn,0.1538,0.9594,False
P39667,P54499,nn,0.1304,0.97,False
A0A0A6YYC5,A0A0B4J244,nn,0.3193,0.992,False
P02776,P19875,nn,0.4112,0.9813,True
O49624,Q3EA00,nn,0.3663,0.9958,False
P0DMR5,Q717B4,nn,0.7753,0.9946,True
P33331,Q9V3H8,nn,0.2628,0.92,False
A6H8Z2,Q96LK8,nn,0.1562,0.9733,False
P01583,Q7XA78,nn,0.1541,0.9884,False
A6NJ69,P40584,nn,0.1441,0.9718,False
O34500,O34610,nn,0.198,0.9785,True
P38824,Q8GYN5,nn,0.1374,0.9649,False
O05231,P0AEK0,nn,0.2186,0.9568,False
Q53H82,Q95Q18,nn,0.4422,0.9755,True
Q38933,Q9FJ24,nn,0.1862,0.9697,False
A0A1B0GST9,A0A1B0GVT2,nn,0.14,0.9781,False
Q9DCU0,Q9SVF3,nn,0.1868,0.9767,True
P10761,Q96PL2,nn,0.1644,0.9668,False
Q8N7R7,Q8TDY3,nn,0.1419,0.9955,False
Q13449,Q99PJ0,nn,0.5407,0.9904,True
Q03898,Q08981,nn,0.151,0.986,False
P0ABU0,P52045,nn,0.2509,0.9765,True
O14775,P16520,nn,0.4532,0.9777,True
P21340,Q9LFU9,nn,0.2,0.9014,True
P00935,P06721,nn,0.3052,0.972,True
O09161,O09165,nn,0.6009,0.9897,True
Q3EBL9,Q95XD3,nn,0.1743,0.9851,False
Q1PFC5,Q9FZ19,nn,0.2123,0.9819,True
Q8BVD7,Q9ESN4,nn,0.3049,0.9808,False
P47111,Q9VLM5,nn,0.1739,0.9901,False
P84074,Q6AXL4,nn,0.8549,0.9969,True
P0A9G4,P0ACS2,nn,0.2436,0.933,False
P39713,Q39172,nn,0.1678,0.9765,False
P32233,P53295,nn,0.5135,0.9925,True
P92208,Q2PJ68,nn,0.1925,0.9521,True
F4J9A3,Q94JU2,nn,0.3083,0.9882,True
Q9NX04,Q9P000,nn,0.2074,0.9853,False
P31009,P49688,nn,0.6678,0.9915,True
O43365,P43241,nn,0.2111,0.9804,False
P34890,Q9CA51,nn,0.162,0.9683,False
P93732,Q9D379,nn,0.2053,0.9263,True
P49715,Q16676,nn,0.2033,0.9741,False
Q9TVW5,Q9XXL3,nn,0.1908,0.9689,False
Q5RKQ0,Q95XD3,nn,0.1556,0.9854,False
F4JMB8,Q9QYI4,nn,0.1214,0.9553,False
O04192,Q84JS6,nn,0.1425,0.9833,False
P32971,Q60571,nn,0.1702,0.9731,False
P58064,Q9VZD5,nn,0.3061,0.9892,True
Q12442,Q9ZUH8,nn,0.2881,0.9834,True
D6RBM5,Q86TL0,nn,0.1118,0.9585,False
P53035,P53050,nn,0.1619,0.9795,False
Q7M707,Q9NYW3,nn,0.3574,0.9946,True
O95931,Q9Y3T6,nn,0.1448,0.9722,False
P60368,P60413,nn,0.6377,0.9842,True
Q7RTY9,Q920S2,nn,0.5583,0.9738,True
Q16667,Q9FEB5,nn,0.1474,0.9733,False
C0HLB3,Q91V37,nn,0.2816,0.983,True
Q6Q5X2,Q8LG30,nn,0.2179,0.9466,True
P81451,Q9SG91,nn,0.1839,0.9762,False
O95983,Q9D4C5,nn,0.1459,0.9777,False
P07991,P53555,nn,0.2516,0.9805,True
P38305,Q9Y3D9,nn,0.1186,0.9803,False
P31009,Q9SCM3,nn,0.6655,0.9938,True
P27929,Q12467,nn,0.181,0.9803,False
Q9D9K3,Q9NWM3,nn,0.164,0.9743,False
P12875,P35996,nn,0.3986,0.9804,True
O35400,Q9BR01,nn,0.2639,0.9784,True
A4QNW7,Q92561,nn,0.6711,0.9936,True
P78386,Q14CN4,nn,0.4629,0.9826,True
Q98875,Q9XW88,nn,0.189,0.9801,False
Q8GYN5,Q9I7K0,nn,0.1834,0.9684,False
O34873,Q12122,nn,0.1648,0.9711,False
O34500,P23877,nn,0.1893,0.9642,False
P0DO23,Q6ICH7,nn,0.1671,0.9688,False
P25340,Q9VLP9,nn,0.1523,0.9757,False
Q8GXU5,Q94C27,nn,0.1703,0.957,False
P38128,Q9SUB0,nn,0.1283,0.9603,False
P0AA47,P16256,nn,0.1928,0.9723,False
Q7G8V2,Q9FPR6,nn,0.4211,0.9486,True
P53013,P62631,nn,0.838,0.9989,True
P06132,P32395,nn,0.361,0.9619,True
F4IV16,Q22915,nn,0.1534,0.9505,False
P01583,P53850,nn,0.1531,0.9894,False
O17823,P46571,nn,0.163,0.9925,False
Q15113,Q16270,nn,0.1466,0.9628,False
P21237,Q9CQN4,nn,0.1571,0.9772,False
P41814,Q7T297,nn,0.1564,0.9749,False
P06721,P23721,nn,0.1574,0.9601,False
P38013,Q04120,nn,0.1928,0.9678,True
Q8R035,Q8S8D8,nn,0.1727,0.9754,False
P03877,P38334,nn,0.122,0.9777,False
O31611,P49458,nn,0.1132,0.9878,False
C0HKG5,Q9UJJ9,nn,0.181,0.981,False
Q22931,Q9M0Y2,nn,0.1847,0.9789,False
Q8R0L9,Q96MC5,nn,0.1422,0.9835,False
Q7M713,Q9NYW3,nn,0.4062,0.995,True
A2BGT0,D6RBM5,nn,0.1098,0.9666,True
Q9FN48,Q9XF91,nn,0.1612,0.9502,False
A6PWV5,Q13487,nn,0.1818,0.9725,False
P49047,Q92643,nn,0.2263,0.9835,True
O62518,Q08457,nn,0.1885,0.9843,False
Q8N129,Q8WU39,nn,0.2036,0.9763,False
Q9LN27,Q9ZS51,nn,0.1745,0.9108,False
P0C860,Q9I9P9,nn,0.1508,0.9861,False
Q8IV50,Q96S90,nn,0.3371,0.9866,False
P76323,Q9D6B9,nn,0.1579,0.916,False
P21216,P68036,nn,0.1696,0.9912,False
Q04199,Q9LT47,nn,0.1815,0.9838,False
O32277,Q794W0,nn,0.151,0.9688,False
P29692,P57776,nn,0.9217,0.9981,True
P48461,Q9NES8,nn,0.2471,0.9699,True
O49484,Q9M1X5,nn,0.6968,0.9951,True
Q9CAC5,Q9LTG0,nn,0.1336,0.96,False
A0PG75,Q9JJ00,nn,0.4743,0.9646,True
F4HWB6,Q5PT55,nn,0.1631,0.9635,False
P25444,P31009,nn,0.7517,0.9953,True
Q6DHR8,Q8R1V4,nn,0.1786,0.973,False
B7ZAP0,P06753,nn,0.1821,0.9568,False
P37348,P39305,nn,0.183,0.9464,False
P40042,Q9LT47,nn,0.1348,0.9745,False
P42644,Q96299,nn,0.6755,0.9935,True
P0A9T0,Q9CA90,nn,0.2295,0.9841,True
P30143,P96593,nn,0.1706,0.9669,False
Q9H3H1,Q9LK34,nn,0.1767,0.9557,False
O49624,O80603,nn,0.3134,0.9961,False
O45933,Q04199,nn,0.1578,0.9825,False
F4J078,Q4PSJ7,nn,0.1535,0.976,False
F4JJL0,Q9SXA6,nn,0.5147,0.9917,True
Q4VBI7,Q9SJL6,nn,0.1798,0.977,False
P52923,Q8W3L1,nn,0.1752,0.9657,False
Q8BXR6,Q9DB72,nn,0.1851,0.9578,False
Q43295,Q9H3H1,nn,0.1277,0.9535,False
P49429,Q9HC38,nn,0.1823,0.972,False
P32451,Q12122,nn,0.1591,0.9403,False
A6NMD0,Q3USQ7,nn,0.1937,0.9648,True
P91477,Q9Y221,nn,0.1818,0.9913,False
P28654,Q9M5J8,nn,0.1985,0.9388,False
P0AEG6,P77285,nn,0.1797,0.9025,False
A1A5V9,Q9BRX2,nn,0.1788,0.9794,False
P38356,Q8MPP0,nn,0.1733,0.9743,False
P05743,Q9UNX3,nn,0.4726,0.9777,True
P17023,Q8IVP9,nn,0.3787,0.9775,True
Q9D115,Q9VUU7,nn,0.6329,0.9879,True
P43587,Q9LTJ2,nn,0.1394,0.9759,False
Q803I4,Q9LQ92,nn,0.1563,0.9712,False
Q3UNZ8,Q8LEB2,nn,0.2198,0.9282,True
P0A9G4,P0AFU4,nn,0.1014,0.895,False
P25864,P78345,nn,0.1632,0.9423,False
P0ADN2,Q59J78,nn,0.1548,0.9776,False
P02776,Q9Z126,nn,0.6952,0.9947,True
Q2VIR3,Q9Z0N1,nn,0.9809,0.9996,True
Q04461,Q9FV71,nn,0.1752,0.9837,False
Q9FFE8,Q9FK04,nn,0.5714,0.9976,True
O81641,Q96KP4,nn,0.1734,0.9529,False
O95571,Q53H82,nn,0.2338,0.954,True
O81146,P52432,nn,0.179,0.9906,False
P05651,P0A7H0,nn,0.2413,0.9528,True
P49813,Q9JKK7,nn,0.5792,0.9896,True
P24521,P36523,nn,0.1419,0.9622,False
Q43291,Q9C9C6,nn,0.1736,0.9788,False
Q9D338,Q9XI19,nn,0.173,0.9737,False
Q6ZNM6,Q9D9I1,nn,0.7021,0.9828,False
Q0VAA2,Q8IZ02,nn,0.2055,0.9888,False
Q04215,Q12266,nn,0.9909,0.9998,False
O62238,Q3UA16,nn,0.1792,0.9806,False
Q04461,Q12015,nn,0.1312,0.9791,False
D3Z6H8,P0DMN7,nn,0.997,0.9996,True
Q9C6K5,Q9LMN4,nn,0.898,0.9955,True
P75712,P94575,nn,0.3712,0.9923,True
Q9FX60,Q9LR02,nn,0.9412,0.9984,True
P37348,P77183,nn,0.1707,0.9457,False
P15364,Q13449,nn,0.2692,0.9824,False
Q94053,Q9XXL3,nn,0.2061,0.9673,False
P0A7H0,Q47538,nn,0.1905,0.9242,False
P03872,Q08004,nn,0.1505,0.9796,False
O14775,P17343,nn,0.4684,0.9746,True
Q80VR3,Q9C9D0,nn,0.2421,0.9808,True
O64834,P47111,nn,0.1813,0.9881,False
Q06416,Q9PWM2,nn,0.1671,0.9731,False
P36523,P53923,nn,0.1374,0.963,False
P48181,Q19351,nn,0.2141,0.9877,True
P47947,P47948,nn,0.6242,0.9886,True
Q8VYI5,Q8VYK7,nn,0.16,0.9744,False
P32178,Q62048,nn,0.1562,0.9845,False
Q04199,Q566T0,nn,0.1673,0.9878,False
P00360,P07486,nn,0.6577,0.9932,True
P0ADA3,P45955,nn,0.1837,0.9178,False
P27929,Q9P032,nn,0.1329,0.9813,False
Q6PL45,Q925Q5,nn,0.1308,0.9695,False
Q9CQX8,Q9I9N1,nn,0.1897,0.9687,False
Q3EBL9,Q9U3L0,nn,0.1984,0.9842,False
P20826,Q502I1,nn,0.1232,0.9752,False
P83293,Q9W497,nn,0.2845,0.9859,True
P40042,Q566T0,nn,0.1188,0.9697,False
Q9FFX1,Q9FLV7,nn,0.3908,0.986,False
A2A6M5,A6NHP3,nn,0.1332,0.903,False
P0AB61,P49458,nn,0.172,0.9872,False
P53604,Q8GYN5,nn,0.161,0.971,False
Q04892,Q20201,nn,0.3723,0.9795,False
Q9FJF7,Q9FJF9,nn,0.9444,0.9977,True
P61857,Q9BUF5,nn,0.8946,0.9989,True
O32217,P00163,nn,0.116,0.9041,False
Q06330,Q92561,nn,0.1381,0.9903,False
A8MYV0,Q99865,nn,0.1547,0.978,False
P06869,Q6ZMR5,nn,0.2607,0.977,True
P77425,Q96KP4,nn,0.1836,0.9438,False
P46777,Q9M9W1,nn,0.1104,0.9794,False
P54504,Q06705,nn,0.1579,0.942,False
Q9FXJ1,Q9SYF0,nn,0.2899,0.9868,True
Q62418,Q8BZ71,nn,0.1596,0.9675,False
Q9CA51,Q9LJW5,nn,0.5849,0.9726,False
P34429,Q9CAQ8,nn,0.4171,0.9877,True
Q7XJK5,Q9SUB0,nn,0.171,0.9606,False
P59540,Q9NYW3,nn,0.3789,0.9942,True
Q925Q5,Q9QXT6,nn,0.1799,0.9736,False
P45945,Q8H0V3,nn,0.1748,0.958,False
P34890,P48596,nn,0.1307,0.9858,False
Q8S8M2,Q8TDP1,nn,0.1534,0.9664,False
O95832,Q8BXA6,nn,0.3822,0.9907,True
O04209,P57776,nn,0.1934,0.9839,False
O31935,P32178,nn,0.1629,0.9888,False
Q6IE26,Q9D379,nn,0.1674,0.9297,False
P0AE08,P38013,nn,0.2085,0.97,True
O81788,Q9XHV0,nn,0.181,0.9746,False
Q84L09,Q9LRP2,nn,0.163,0.9842,False
Q9SGD6,Q9ZUY3,nn,0.7699,0.9866,False
Q3TLP5,Q9JLZ3,nn,0.5,0.9681,True
Q42574,Q96BM0,nn,0.1696,0.9579,False
P20826,Q02223,nn,0.1562,0.9784,False
P26638,Q9BYD6,nn,0.1625,0.9741,False
Q5VYS4,Q7ZUV0,nn,0.1687,0.9814,False
O65695,Q0WPR6,nn,0.2013,0.9752,True
Q9FIH1,Q9SYD4,nn,0.2847,0.9958,False
P62748,P84074,nn,0.9378,0.9975,True
P0DTW1,Q96GT9,nn,0.4667,0.9482,True
P48985,Q9BT81,nn,0.201,0.9808,False
O34437,P0AFU0,nn,0.1893,0.9104,False
O95931,Q9QXV1,nn,0.2767,0.9713,False
O32192,P0AA16,nn,0.3167,0.9449,False
Q9BSI4,Q9Y603,nn,0.1749,0.9765,False
P0ADA3,P0ADT2,nn,0.1304,0.9204,False
A2BIL8,Q9M080,nn,0.1926,0.9755,False
Q96I36,Q9SG91,nn,0.1486,0.9818,False
P01795,P01797,nn,0.5139,0.9862,False
Q8VHI7,Q9H095,nn,0.1679,0.9864,False
A0MFH4,Q9LM18,nn,0.1754,0.9514,False
O22588,Q41963,nn,0.5356,0.9885,True
P43124,Q3V124,nn,0.2099,0.9793,True
Q8BTG7,Q9ZUN1,nn,0.2427,0.9779,True
Q9C9D0,Q9QWG7,nn,0.245,0.9839,True
Q12794,Q8VEI3,nn,0.3986,0.9877,True
O02101,Q6DHG8,nn,0.1256,0.9886,False
Q7T297,Q99312,nn,0.1673,0.9788,False
P0C8K0,P52043,nn,0.1639,0.9819,False
Q9LKA1,Q9UK76,nn,0.1463,0.9756,False
C0HLB3,P59229,nn,0.5655,0.9899,True
C0HMG8,Q8IVJ8,nn,0.1412,0.982,False
Q38933,Q9V8W3,nn,0.1741,0.972,False
Q7G8V2,Q9ZWS6,nn,0.5352,0.9676,True
Q7TT16,Q96PC2,nn,0.189,0.9768,True
O04192,Q94FL6,nn,0.1883,0.9832,False
Q9CQ20,Q9CQQ4,nn,0.1625,0.9863,False
A1A5V9,Q8L9Y2,nn,0.1625,0.9804,False
Q8GZ79,Q8IY26,nn,0.2091,0.9567,False
Q06144,Q23369,nn,0.1111,0.9816,False
F4JZ24,Q9ZW86,nn,0.4238,0.9791,True
P0C860,Q9D300,nn,0.1426,0.9875,False
Q5SV17,Q9D6B9,nn,0.1459,0.9231,False
P61163,Q9P1U1,nn,0.342,0.9865,True
P68036,Q9Y3C8,nn,0.2143,0.9914,True
Q8BKK4,Q9NS25,nn,0.2301,0.9808,False
P51580,Q504A5,nn,0.4899,0.9885,True
P46777,Q9FJL8,nn,0.1457,0.9789,False
Q8GUU2,Q93Z92,nn,0.4444,0.9875,False
Q8R1V4,Q9D771,nn,0.1464,0.9762,False
P15457,P17533,nn,0.2048,0.9385,False
P25616,P53923,nn,0.1368,0.9699,False
Q3E9F0,Q9C9A2,nn,0.2098,0.9912,True
Q8N129,Q9Y2B0,nn,0.2023,0.9727,True
P39667,P54504,nn,0.1343,0.9394,False
P41971,Q80WT2,nn,0.1644,0.9795,False
Q21808,Q96PL2,nn,0.1612,0.9859,False
P60371,P60413,nn,0.589,0.9732,True
P20826,Q9NQ60,nn,0.1604,0.9785,False
Q9H8J5,Q9R0L9,nn,0.1333,0.9479,False
Q5WRN1,Q9SUD4,nn,0.181,0.975,True
P41849,Q19351,nn,0.184,0.9843,True
Q683D5,Q9LQ92,nn,0.2941,0.9717,False
P14832,P24369,nn,0.463,0.979,True
Q7ZW11,Q8IY26,nn,0.1586,0.9547,False
P0AB87,P42981,nn,0.1492,0.9235,False
Q9SJ98,Q9ZV39,nn,0.2067,0.9842,False
Q5Y5T3,Q9NUE0,nn,0.2135,0.9804,True
P32642,Q05926,nn,0.1098,0.9489,True
Q13487,Q91WE1,nn,0.2187,0.9784,False
Q9H4A6,Q9VQ93,nn,0.6987,0.9907,True
P32451,P32875,nn,0.1787,0.9392,True
Q98877,Q9XW88,nn,0.1838,0.9784,False
P32347,P32395,nn,0.3089,0.9697,True
Q9VXN9,Q9XIP2,nn,0.1314,0.9558,False
Q80X85,Q9Y2R9,nn,0.8471,0.998,True
P24369,Q91VU0,nn,0.1712,0.9776,False
P75949,Q0P3Z2,nn,0.1873,0.9229,False
Q7X6T3,Q8CAC8,nn,0.2139,0.9629,False
P32452,Q9SGD6,nn,0.1688,0.9613,False
F4JML5,P0ABU0,nn,0.2317,0.9548,True
P0AB87,P39306,nn,0.2634,0.9782,True
Q9BQA1,Q9DB94,nn,0.2065,0.9659,False
Q04892,Q64732,nn,0.1818,0.9808,False
Q9D8U4,Q9ESN4,nn,0.3139,0.983,False
O49508,Q9LM18,nn,0.3625,0.9692,False
P35584,Q64732,nn,0.265,0.9773,False
Q5TYW6,Q9VYA8,nn,0.157,0.9864,False
B3LFA3,Q8BZF2,nn,0.3571,0.9745,False
P26648,P43308,nn,0.1191,0.9217,False
Q3ULJ0,Q9SCX9,nn,0.4579,0.9739,True
C0HM01,Q3E7Y6,nn,0.2051,0.9791,False
Q9BWH2,Q9XF91,nn,0.1752,0.9457,False
Q9FI70,Q9SVA1,nn,0.5013,0.9937,False
O14548,Q9SG91,nn,0.1721,0.9834,False
Q96EK9,Q9NXH8,nn,0.1841,0.9701,False
P41072,Q564X7,nn,0.1214,0.9827,False
P43080,Q9QXT8,nn,0.2036,0.9801,False
C0HKG5,Q6UX73,nn,0.173,0.9826,False
Q02651,Q08692,nn,0.1661,0.9843,False
Q02223,Q9DAL9,nn,0.1522,0.9772,False
O62247,P97953,nn,0.1422,0.9777,False
Q948J9,Q9SXP7,nn,0.2837,0.9745,True
P01040,Q20496,nn,0.1667,0.9818,False
P40473,P53050,nn,0.1645,0.979,False
O95521,Q5VWM6,nn,0.9662,0.9993,True
P48484,Q9NES8,nn,0.259,0.9703,True
Q8IUY3,Q9Y603,nn,0.1792,0.9731,False
P41225,P43241,nn,0.159,0.9789,False
P36552,Q9BZE1,nn,0.168,0.9839,False
O32142,P26648,nn,0.083,0.9231,False
P35996,Q93W22,nn,0.1357,0.9735,False
P03004,P06616,nn,0.1354,0.9356,False
P41225,P43694,nn,0.1829,0.9786,False
P15288,Q96KP4,nn,0.1869,0.9641,False
Q9R0H2,Q9R0L9,nn,0.1898,0.9462,False
Q05928,Q9R0L9,nn,0.1726,0.9489,False
F4I8U3,Q9ZV39,nn,0.2218,0.9839,False
Q3C1V8,Q95RW8,nn,0.1365,0.9806,False
D3Z6H8,Q24434,nn,0.1467,0.992,False
P25864,Q9BYD2,nn,0.1722,0.9707,True
O43820,Q8VEI3,nn,0.7775,0.9899,True
P40584,P53841,nn,0.1765,0.9743,False
O35658,Q6TYB5,nn,0.1604,0.9764,False
P54552,Q922Q4,nn,0.2679,0.9616,True
O23207,P10126,nn,0.162,0.9489,False
Q8VYB2,Q9H3H1,nn,0.167,0.9522,False
A6H6T1,Q6ZMR5,nn,0.2252,0.9791,True
O43752,Q24509,nn,0.1474,0.9719,True
P00816,P31061,nn,0.1451,0.9712,False
P24369,P52014,nn,0.5982,0.9764,True
Q3U1J1,Q9D9K3,nn,0.1685,0.9733,False
A1Z6E0,Q8VH31,nn,0.1612,0.9744,False
P47947,Q9S744,nn,0.2922,0.9866,False
O81123,Q8LE59,nn,0.4005,0.9842,True
Q08004,Q9VTY4,nn,0.1953,0.9768,False
O04089,Q8LE59,nn,0.7412,0.9949,True
Q2TAA5,Q96F25,nn,0.1316,0.9272,False
P0C7N9,P0DP88,nn,0.1382,0.9704,False
Q29R99,Q948J9,nn,0.3036,0.9664,True
Q9R0L9,Q9Y5Y7,nn,0.1779,0.9623,False
Q4FE47,Q9VD26,nn,0.149,0.9795,False
Q6UWI4,Q96GL9,nn,0.151,0.9797,False
O60496,Q91WJ0,nn,0.1747,0.9598,False
A8E7N9,F1QWZ4,nn,0.2605,0.9896,True
O60637,Q86UF1,nn,0.2465,0.9786,True
P47212,Q810H5,nn,0.3016,0.9904,True
P0AEQ1,P53588,nn,0.0986,0.9103,False
A1A5V9,Q0PNE2,nn,0.1468,0.9879,False
Q9SUD4,Q9UKR8,nn,0.1599,0.9755,True
A3QK16,Q91X78,nn,0.6724,0.9914,True
P36552,Q1LWV7,nn,0.1751,0.9818,False
A4FUN9,Q9VMV6,nn,0.1506,0.9773,False
P47212,P48756,nn,0.2166,0.9861,False
A2A9I7,P10284,nn,0.1676,0.9746,False
Q6DHL4,Q8GWJ6,nn,0.155,0.9699,False
P78415,Q16676,nn,0.1957,0.9792,False
O35317,Q8L4B2,nn,0.1367,0.9697,False
O31464,P96593,nn,0.1768,0.9731,False
P12048,Q45582,nn,0.1434,0.9303,False
P15425,P55083,nn,0.178,0.9828,False
B3H5L1,Q9ZUF7,nn,0.2512,0.975,True
O14893,Q9CQQ4,nn,0.9071,0.9983,True
Q45582,Q9CS42,nn,0.178,0.9273,False
P15457,P15459,nn,0.7035,0.9891,True
O64837,Q15041,nn,0.1806,0.9775,False
P25385,Q24509,nn,0.1104,0.9764,False
Q3E7A4,Q9SKC9,nn,0.1955,0.977,False
P02675,P55083,nn,0.2057,0.9794,False
Q8W570,Q9FL44,nn,0.1891,0.9683,False
O43325,Q3E7Y6,nn,0.1393,0.9793,False
Q6GQN0,Q9VXN9,nn,0.1793,0.9588,False
Q3ECP7,Q8GXK5,nn,0.4289,0.9876,True
Q503M4,Q6PDC8,nn,0.1771,0.9498,False
P34286,P94398,nn,0.195,0.9852,False
P83295,Q9W497,nn,0.2635,0.9922,True
P11802,Q9M1Q2,nn,0.2116,0.8992,True
Q0WNR6,Q96LJ8,nn,0.1419,0.9823,False
P38305,Q9BIA4,nn,0.1782,0.9802,False
O04584,Q9LTG0,nn,0.1916,0.9696,False
Q93VC9,Q9R013,nn,0.1768,0.9731,True
Q2HJ10,Q6DBM8,nn,0.3035,0.9765,True
P23003,P37348,nn,0.1447,0.9457,False
Q6PEM6,Q9LVG4,nn,0.1525,0.9751,False
P39966,Q8BXN7,nn,0.1691,0.9717,True
P91477,Q503P2,nn,0.1596,0.9884,False
O34543,P45945,nn,0.1516,0.9508,False
O04351,Q08981,nn,0.1495,0.9857,False
A6NMD0,O76081,nn,0.1432,0.968,False
P48543,Q92806,nn,0.9873,0.9996,True
G5EFF7,P48510,nn,0.2622,0.9793,False
F1QWZ4,Q9R229,nn,0.3575,0.9908,True
P12047,P26899,nn,0.2097,0.9839,False
Q19877,Q43291,nn,0.1824,0.9798,False
Q8N668,Q8TE69,nn,0.1493,0.9741,False
G5CKU5,P40584,nn,0.1654,0.9752,False
Q8GUT5,Q94L32,nn,0.1448,0.9834,False
A1Z8R8,P53259,nn,0.232,0.9812,True
F1QVR8,Q03920,nn,0.1681,0.9728,False
O45551,P63073,nn,0.3249,0.9938,True
A6NMD0,Q69ZB3,nn,0.1594,0.9615,False
Q9JKC8,Q9VZL6,nn,0.0837,0.9688,False
P23060,P25616,nn,0.1785,0.9716,False
Q9C800,Q9LM74,nn,0.1746,0.9871,False
P35242,Q8IWL1,nn,0.7016,0.9908,True
Q18490,Q794W0,nn,0.0945,0.9661,False
Q6WVG3,Q9DB72,nn,0.1595,0.9569,False
O22718,P49787,nn,0.1742,0.9613,False
Q9LZ99,Q9ZV52,nn,0.1483,0.9545,False
Q08692,Q8N123,nn,0.13,0.975,False
O34589,P42974,nn,0.0955,0.9134,False
Q06137,Q9FM41,nn,0.16,0.9574,False
P91529,Q91XD6,nn,0.1546,0.9754,False
P38193,Q17604,nn,0.1066,0.9763,False
P81451,Q94K78,nn,0.1733,0.9785,False
P43124,Q9UJ41,nn,0.1698,0.9699,False
P45591,Q07750,nn,0.2865,0.9916,True
P43122,Q9H4B0,nn,0.3041,0.9803,True
P0C860,Q96H22,nn,0.1859,0.9867,False
Q08297,Q61880,nn,0.5103,0.9893,True
Q9SVA1,Q9SVA3,nn,0.5479,0.9926,False
A0A0U1RRK4,O75638,nn,0.1714,0.9605,False
P49458,P49962,nn,0.9302,0.9987,True
Q9SKB6,Q9XI19,nn,0.1734,0.9731,False
P26648,Q8H191,nn,0.1791,0.9223,False
Q60994,Q8BVD7,nn,0.3686,0.9814,False
O82275,P51636,nn,0.1667,0.9107,False
O43908,Q8IZS7,nn,0.1649,0.952,False
O82316,Q41963,nn,0.5409,0.9912,True
Q9FJF7,Q9FJG1,nn,0.9333,0.9971,True
O49624,Q9LS04,nn,0.2064,0.9935,False
O09161,P31415,nn,0.5814,0.9871,True
Q8IN23,Q9W497,nn,0.1861,0.987,True
P40962,Q08004,nn,0.1284,0.9783,False
O54927,P40042,nn,0.1354,0.974,False
Q5XFR0,Q9Y3A4,nn,0.1897,0.9704,False
A0A0U1RRN3,Q9SD80,nn,0.1774,0.9783,False
P39451,Q3UNZ8,nn,0.231,0.9277,True
P40045,Q22640,nn,0.1654,0.9843,False
P34910,Q9R0H2,nn,0.1264,0.967,False
Q16270,Q96HD1,nn,0.1606,0.9627,False
Q7TT16,Q9UHH9,nn,0.2038,0.9856,True
P40042,Q7T2F6,nn,0.1537,0.9722,False
P0A9Q9,P17329,nn,0.1834,0.9708,False
P16256,P94575,nn,0.1929,0.9653,False
P26638,Q99N96,nn,0.1748,0.9725,False
